@RELATION movies

@ATTRIBUTE director_facebook_likes 	{Low,Average,High}
@ATTRIBUTE highest_actor_rating 	{A,B,C,D,F}}
@ATTRIBUTE genre	{Sci-Fi,Action,Animation,Family,Documentary,Romance,Comedy,Drama,Horror,Thriller}
@ATTRIBUTE num_voted_users 	{Low,Average,High}
@ATTRIBUTE content_rating 	{Approved,G,NC-17,PG,PG-13,R,Unrated}
@ATTRIBUTE budget 	{Low,Medium,High}
@ATTRIBUTE imdb_score	{Excellent,Good,Above_Average,Average,Below_Average,Poor,Awful}

@DATA
Low,F,Drama,Low,G,Medium,Average
Low,D,Thriller,Average,PG-13,Medium,Average
Low,F,Comedy,Average,PG-13,Medium,Awful
Low,A,Thriller,Average,PG-13,Medium,Below_Average
Low,D,Thriller,Average,PG,Medium,Average
Low,D,Comedy,Average,R,Medium,Average
Low,F,Comedy,Average,PG-13,High,Poor
Low,B,Sci-Fi,High,R,Medium,Average
High,F,Comedy,Average,R,Medium,Above_Average
Low,F,Drama,Low,PG,Medium,Average
Average,D,Comedy,Average,R,Medium,Average
Average,F,Drama,Average,R,Medium,Average
Low,F,Romance,Average,PG-13,Medium,Average
Low,F,Thriller,Average,PG-13,Medium,Below_Average
Low,F,Family,Low,PG,Medium,Poor
Low,D,Thriller,Average,R,Medium,Average
High,D,Comedy,Average,R,Medium,Above_Average
Low,D,Comedy,Average,R,Medium,Average
Low,C,Comedy,Low,PG-13,Medium,Average
High,F,Comedy,Average,R,Medium,Average
Low,C,Comedy,High,R,Low,Above_Average
Low,F,Thriller,Average,R,Medium,Average
Low,C,Drama,Average,PG-13,Medium,Above_Average
Low,F,Comedy,Low,PG-13,Medium,Poor
Low,F,Comedy,Low,PG-13,Medium,Average
Low,F,Comedy,Low,G,Medium,Above_Average
Low,F,Comedy,Average,R,Medium,Average
Low,F,Animation,Low,G,Medium,Awful
Low,F,Drama,Low,PG-13,Medium,Below_Average
Low,F,Romance,Low,PG-13,Medium,Poor
Low,F,Comedy,Low,R,Medium,Below_Average
Low,C,Animation,High,R,Low,Above_Average
Low,C,Drama,Average,PG,Medium,Above_Average
Average,F,Family,Low,PG,Medium,Average
Low,F,Thriller,Average,R,Medium,Average
Low,F,Thriller,Average,R,Medium,Above_Average
Low,F,Drama,Low,PG-13,Medium,Above_Average
Low,C,Drama,Average,R,Medium,Above_Average
Low,D,Thriller,Average,PG-13,Medium,Poor
Low,F,Comedy,Average,PG-13,Medium,Average
Low,C,Comedy,Average,R,Medium,Above_Average
Low,F,Comedy,Low,PG,Medium,Poor
Low,F,Drama,Low,PG,Medium,Above_Average
Low,F,Comedy,Low,R,Medium,Awful
Low,C,Sci-Fi,High,R,Medium,Above_Average
Low,D,Thriller,Low,R,Medium,Average
Low,F,Family,Low,G,Medium,Average
High,D,Romance,Low,R,Low,Below_Average
Low,C,Drama,Low,PG,Medium,Average
Low,F,Romance,Low,R,Medium,Average
Low,F,Horror,Low,PG-13,Medium,Below_Average
Low,D,Drama,Low,R,Medium,Below_Average
Low,F,Romance,Low,PG-13,Medium,Below_Average
Low,F,Animation,Low,PG,Medium,Poor
Low,D,Thriller,Average,PG-13,Medium,Below_Average
Low,D,Thriller,Average,R,Medium,Average
Low,F,Action,High,PG-13,Medium,Good
Low,F,Comedy,High,R,Medium,Below_Average
Low,D,Thriller,Average,R,Medium,Average
Low,F,Family,Average,PG,Medium,Below_Average
Low,F,Horror,High,R,Medium,Above_Average
Low,F,Horror,Average,R,Medium,Below_Average
Low,F,Horror,High,R,Medium,Good
Low,F,Sci-Fi,High,PG,Medium,Good
Low,F,Horror,Average,R,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Poor
Low,F,Comedy,Average,PG-13,Medium,Average
Low,F,Comedy,Average,PG-13,Medium,Below_Average
Low,F,Horror,High,R,Medium,Average
Low,F,Action,High,PG-13,Medium,Above_Average
Low,F,Comedy,Average,R,Medium,Average
Low,F,Comedy,Average,PG,Medium,Average
Low,F,Action,Low,Approved,Medium,Average
Low,F,Comedy,Average,R,Medium,Average
Low,F,Family,Low,G,Medium,Below_Average
Low,A,Horror,High,R,Medium,Average
Low,D,Comedy,High,R,Medium,Above_Average
Low,A,Comedy,High,R,Medium,Above_Average
Low,F,Romance,High,PG-13,Medium,Average
Low,F,Comedy,High,R,Medium,Average
Low,F,Romance,High,PG-13,Medium,Average
Average,D,Family,High,PG,Medium,Above_Average
Low,F,Comedy,High,R,Medium,Above_Average
Low,F,Comedy,High,PG-13,Medium,Average
High,D,Sci-Fi,Average,PG,Medium,Average
Average,F,Horror,High,PG-13,Medium,Average
Low,F,Comedy,Average,R,Medium,Below_Average
Low,D,Thriller,Average,PG-13,Medium,Awful
Low,F,Comedy,Average,PG-13,Medium,Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Comedy,High,R,Medium,Above_Average
Low,D,Comedy,High,PG-13,Medium,Above_Average
Low,F,Family,Low,PG-13,Medium,Average
Low,F,Family,Low,PG,Medium,Average
Average,F,Horror,High,R,Medium,Above_Average
Average,F,Drama,High,R,Medium,Good
Low,F,Horror,Average,PG-13,Medium,Awful
Low,F,Comedy,High,PG-13,Medium,Above_Average
Low,F,Comedy,Average,PG-13,Medium,Average
Low,D,Romance,Average,PG-13,Medium,Average
Low,D,Comedy,High,R,Medium,Above_Average
High,F,Drama,High,PG-13,Medium,Above_Average
Average,F,Thriller,High,R,Medium,Above_Average
Low,F,Romance,Average,PG-13,Medium,Below_Average
Average,C,Action,High,R,Medium,Above_Average
Low,F,Comedy,Average,PG-13,Medium,Below_Average
Low,F,Horror,Average,R,Low,Average
Low,F,Family,Average,PG,Medium,Above_Average
Low,F,Comedy,Low,R,Medium,Above_Average
Low,F,Comedy,Average,R,Medium,Below_Average
Low,F,Romance,Average,PG,Medium,Below_Average
High,C,Drama,High,R,Medium,Good
Low,F,Romance,Average,PG-13,Medium,Below_Average
Low,F,Thriller,Low,PG-13,Medium,Average
Low,F,Comedy,Low,PG,Medium,Below_Average
Low,D,Thriller,High,R,Medium,Above_Average
High,D,Comedy,Average,PG,Medium,Average
Low,F,Romance,Low,PG-13,Medium,Average
Low,D,Comedy,Low,PG-13,Medium,Below_Average
Low,C,Comedy,Low,PG,Medium,Below_Average
Low,C,Drama,Average,R,Medium,Above_Average
Low,D,Comedy,Average,R,Medium,Average
Low,F,Action,Low,PG,Medium,Below_Average
Low,D,Thriller,Average,R,Medium,Average
Low,F,Thriller,Average,R,Medium,Above_Average
Low,F,Thriller,Low,PG-13,Medium,Poor
Low,F,Drama,Average,R,Medium,Above_Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Comedy,Low,PG,Medium,Below_Average
Low,F,Romance,Average,R,Medium,Below_Average
Low,F,Romance,Low,PG,Medium,Average
High,A,Comedy,High,R,Medium,Above_Average
Average,B,Drama,Average,PG-13,Medium,Average
Average,F,Sci-Fi,Low,PG,Medium,Awful
High,D,Comedy,Average,R,Medium,Average
Low,F,Horror,Low,R,Low,Below_Average
Low,F,Thriller,Average,R,Medium,Above_Average
Low,F,Horror,Average,Unrated,Low,Above_Average
Low,F,Thriller,Low,R,Medium,Below_Average
Low,D,Comedy,High,R,Medium,Above_Average
Low,F,Romance,Average,PG-13,Medium,Average
Low,D,Animation,Average,PG,Medium,Average
Low,F,Family,Low,PG,Medium,Poor
Low,D,Thriller,Low,R,Medium,Poor
Low,F,Thriller,Low,R,Medium,Average
Average,F,Horror,High,PG-13,Medium,Above_Average
Low,F,Sci-Fi,High,R,Medium,Good
Low,F,Family,Average,Approved,Medium,Above_Average
Low,A,Horror,High,R,Medium,Below_Average
Low,F,Comedy,High,R,Medium,Average
Average,F,Comedy,High,R,Medium,Above_Average
Average,A,Comedy,Average,R,Medium,Average
Low,F,Horror,High,R,Low,Above_Average
Low,F,Family,Low,PG,Medium,Below_Average
Low,F,Comedy,Low,R,Medium,Average
Low,F,Comedy,Average,R,Medium,Below_Average
Average,D,Sci-Fi,High,PG,High,Average
Low,D,Comedy,Average,PG-13,Medium,Average
Low,D,Romance,Average,PG-13,Medium,Below_Average
Low,F,Horror,High,R,Medium,Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Drama,Average,PG,Medium,Above_Average
Low,D,Comedy,High,PG-13,Medium,Above_Average
Low,F,Comedy,Low,PG-13,Medium,Poor
Low,F,Horror,Low,PG-13,Medium,Poor
Low,F,Comedy,Low,PG-13,Low,Awful
Low,F,Family,Low,G,Medium,Below_Average
Average,F,Thriller,Average,R,Medium,Average
Low,F,Action,Low,Unrated,Low,Average
Low,F,Horror,High,R,Medium,Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Comedy,Average,PG-13,Medium,Below_Average
Low,F,Thriller,High,PG-13,Medium,Above_Average
Low,F,Horror,Low,PG,Medium,Average
Low,F,Sci-Fi,Low,PG,Medium,Below_Average
Low,F,Horror,Low,PG-13,Medium,Poor
Low,F,Family,Average,PG-13,Medium,Average
Low,C,Romance,Low,R,Medium,Average
Low,F,Thriller,High,PG-13,Medium,Above_Average
Low,F,Drama,High,R,Medium,Above_Average
Low,B,Romance,Average,PG,Medium,Above_Average
Low,F,Comedy,Average,PG-13,Medium,Average
Low,F,Drama,Average,R,Medium,Above_Average
Average,A,Comedy,High,PG,Medium,Good
Low,F,Comedy,High,PG-13,Medium,Above_Average
Low,F,Comedy,High,R,Medium,Above_Average
Low,F,Drama,Average,R,Medium,Above_Average
Average,F,Comedy,High,R,Medium,Average
Low,C,Comedy,Average,R,Medium,Average
Average,D,Horror,Average,PG-13,Medium,Poor
Low,D,Comedy,High,PG-13,Medium,Above_Average
Average,C,Horror,Average,R,Medium,Below_Average
Low,F,Drama,Low,PG-13,Medium,Below_Average
Low,F,Family,Low,PG,Medium,Awful
Low,F,Family,Low,PG,High,Below_Average
Average,F,Thriller,Low,R,Medium,Average
Low,F,Horror,Average,PG-13,Medium,Poor
Low,F,Comedy,Average,PG-13,Medium,Below_Average
Low,F,Action,Average,R,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Poor
Low,D,Comedy,Low,R,Medium,Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Drama,Average,PG-13,Medium,Above_Average
Low,B,Horror,High,R,Medium,Below_Average
Low,D,Comedy,Low,PG-13,Medium,Below_Average
High,F,Comedy,Average,PG,Medium,Above_Average
Low,D,Thriller,Average,PG-13,Medium,Awful
Low,C,Romance,High,PG-13,Medium,Above_Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,D,Sci-Fi,Average,PG-13,Medium,Below_Average
Average,C,Drama,High,PG-13,Medium,Above_Average
Low,F,Sci-Fi,Low,PG,Medium,Poor
Low,F,Comedy,Low,R,Medium,Average
High,D,Comedy,Average,PG-13,Medium,Average
Low,F,Comedy,Average,R,Medium,Average
Average,F,Drama,Average,R,Medium,Above_Average
Low,F,Sci-Fi,Low,PG-13,Medium,Awful
Low,D,Romance,Average,R,Medium,Average
Low,F,Comedy,Low,R,Medium,Poor
Low,F,Horror,Low,PG-13,Medium,Below_Average
Average,F,Family,High,G,Medium,Good
Low,F,Action,Average,R,Medium,Average
Low,F,Comedy,Low,PG-13,Medium,Poor
Low,F,Thriller,Low,R,Medium,Below_Average
Low,F,Comedy,High,R,Medium,Above_Average
Low,F,Family,High,PG,Medium,Above_Average
High,C,Family,Average,PG,Low,Below_Average
Average,D,Comedy,Average,PG,Medium,Above_Average
High,D,Romance,High,PG,Medium,Average
Low,C,Drama,High,R,Medium,Good
Average,F,Comedy,High,PG,Medium,Average
Low,C,Romance,Low,PG-13,Medium,Average
High,F,Drama,Average,PG-13,Medium,Above_Average
Average,D,Drama,Low,PG-13,High,Average
Low,F,Comedy,Low,R,Low,Average
Low,C,Family,Average,PG,Medium,Average
Low,F,Horror,High,R,Low,Above_Average
High,F,Comedy,Average,R,Medium,Above_Average
Low,F,Comedy,Average,R,Medium,Average
High,F,Romance,High,PG,Medium,Above_Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,C,Family,Average,PG,Medium,Above_Average
Low,F,Horror,Average,PG-13,Medium,Below_Average
Low,F,Family,Average,PG,Medium,Below_Average
Low,C,Comedy,Average,R,Medium,Above_Average
Low,F,Family,Average,PG,Medium,Below_Average
Low,D,Thriller,Average,PG-13,Medium,Average
Low,F,Horror,Average,PG-13,Medium,Average
Low,F,Horror,High,R,Medium,Average
Average,C,Thriller,Average,R,Low,Average
Low,D,Comedy,High,R,Medium,Below_Average
Average,D,Thriller,High,R,Low,Above_Average
Average,D,Comedy,Average,PG-13,High,Below_Average
Average,C,Thriller,Average,PG-13,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,C,Comedy,Average,PG-13,Medium,Average
Low,F,Horror,Average,R,Medium,Poor
Low,F,Drama,High,R,Medium,Above_Average
Low,F,Horror,Average,R,Medium,Average
Low,F,Comedy,Average,PG-13,Medium,Average
Low,F,Horror,Average,R,Medium,Poor
Low,D,Romance,High,PG-13,High,Below_Average
Low,C,Family,High,PG,Medium,Good
High,C,Drama,Average,PG-13,Medium,Above_Average
Low,A,Drama,High,R,Medium,Above_Average
Low,F,Comedy,Low,R,Medium,Average
Low,F,Family,Low,PG,Medium,Average
Low,F,Family,Low,PG,Medium,Average
Low,F,Romance,Low,PG-13,Medium,Above_Average
Low,F,Thriller,Average,R,Medium,Above_Average
Low,D,Comedy,Average,PG-13,Medium,Poor
Low,F,Horror,Average,R,Medium,Poor
Low,F,Horror,Average,R,Medium,Average
Low,F,Family,Low,G,Medium,Average
Low,F,Drama,High,R,Medium,Above_Average
Low,F,Thriller,Low,R,Medium,Below_Average
Low,F,Family,Low,PG,Medium,Average
Low,F,Horror,Average,R,Medium,Below_Average
Low,F,Horror,Low,R,Medium,Poor
Low,F,Family,Low,PG,Medium,Average
Low,F,Thriller,Average,PG-13,Medium,Poor
Low,F,Comedy,Low,R,Medium,Average
Average,A,Thriller,High,R,Medium,Above_Average
Low,F,Thriller,Average,R,Medium,Average
Low,D,Thriller,High,R,Medium,Above_Average
Low,F,Horror,Average,R,Medium,Average
Low,D,Thriller,High,R,Medium,Average
Average,F,Comedy,Average,R,Medium,Poor
Low,F,Animation,Low,G,Medium,Below_Average
Low,F,Sci-Fi,Low,R,Medium,Poor
Low,F,Romance,Low,R,Medium,Average
Low,D,Romance,High,PG-13,Medium,Above_Average
Low,F,Drama,Average,PG-13,Medium,Average
Low,F,Thriller,Average,R,Medium,Average
Average,D,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Drama,Low,PG-13,Medium,Average
High,D,Comedy,Low,PG,Medium,Average
Average,F,Action,Average,R,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Romance,Low,PG-13,Medium,Below_Average
Low,F,Family,Average,PG,Medium,Below_Average
Low,C,Comedy,High,R,Medium,Good
Low,F,Drama,Average,R,Medium,Above_Average
Low,F,Thriller,Low,R,Medium,Average
Low,D,Thriller,Average,R,Medium,Average
Low,D,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Comedy,Average,R,Medium,Poor
Low,D,Family,Low,PG,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,D,Comedy,Average,PG-13,Medium,Average
Low,B,Comedy,Low,PG-13,Medium,Below_Average
Average,D,Drama,Average,R,Medium,Average
High,F,Comedy,Average,PG-13,Medium,Above_Average
Low,F,Thriller,Low,PG-13,Medium,Poor
Average,C,Comedy,High,R,Medium,Above_Average
Low,F,Horror,Average,R,Medium,Average
High,D,Comedy,Average,R,Medium,Average
Low,F,Romance,Low,R,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Average
Low,F,Horror,Average,R,Medium,Average
Low,D,Drama,Average,R,Low,Average
Low,D,Horror,Average,R,Medium,Average
Low,C,Thriller,Low,R,Medium,Below_Average
Low,F,Romance,Low,R,Medium,Below_Average
High,D,Romance,High,PG,Medium,Good
Low,C,Comedy,Average,R,Medium,Below_Average
Average,B,Romance,High,PG-13,Medium,Average
Low,F,Family,Low,R,Medium,Average
High,C,Action,High,R,Medium,Good
Low,F,Thriller,Average,R,Medium,Average
Low,D,Comedy,High,R,Medium,Average
Low,F,Thriller,Low,R,Medium,Below_Average
Low,D,Action,Average,R,Medium,Above_Average
Low,F,Family,Average,PG,Medium,Average
Low,D,Horror,Average,R,Medium,Below_Average
Low,F,Horror,Average,PG-13,Medium,Below_Average
Low,D,Drama,High,R,Medium,Above_Average
Low,F,Romance,Low,PG-13,Medium,Below_Average
Low,F,Horror,Average,R,Medium,Below_Average
Average,C,Romance,Average,R,Medium,Above_Average
Low,F,Drama,Low,PG,Medium,Average
Low,D,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Animation,Low,G,Medium,Average
Average,F,Romance,Low,R,Medium,Below_Average
Low,F,Thriller,Low,R,Medium,Below_Average
Low,F,Horror,Low,R,Medium,Poor
Low,F,Horror,Low,R,Medium,Awful
Low,F,Comedy,Average,PG-13,Medium,Poor
Low,B,Thriller,Average,R,Medium,Average
Low,F,Comedy,Low,PG-13,Medium,Poor
Low,F,Comedy,Low,R,Medium,Average
Low,F,Horror,Low,R,Low,Below_Average
High,C,Romance,Low,PG,Medium,Average
Low,F,Comedy,Low,PG-13,Medium,Average
Low,F,Horror,Average,R,Low,Poor
Low,F,Family,Average,PG,Medium,Below_Average
Low,D,Drama,Average,R,Medium,Above_Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,D,Romance,High,R,Medium,Above_Average
Low,D,Thriller,Low,R,Medium,Below_Average
Average,D,Drama,Low,R,Medium,Average
Low,F,Horror,Low,PG-13,Medium,Awful
Low,F,Comedy,Low,R,Medium,Above_Average
Low,D,Drama,Low,R,Medium,Average
Low,F,Comedy,Average,PG,Medium,Above_Average
Low,D,Romance,High,R,Medium,Above_Average
Average,F,Sci-Fi,High,PG-13,High,Below_Average
Low,F,Comedy,High,PG-13,Medium,Average
Low,F,Romance,Average,PG-13,Medium,Above_Average
Low,F,Sci-Fi,Average,R,Medium,Below_Average
Low,A,Comedy,High,R,Medium,Above_Average
Low,F,Documentary,Average,G,Medium,Awful
Low,C,Thriller,High,R,Medium,Good
Low,D,Sci-Fi,High,PG-13,High,Average
Low,C,Drama,High,R,Medium,Excellent
Low,F,Romance,Average,PG-13,Medium,Average
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Drama,Low,PG,Medium,Average
Low,F,Comedy,High,PG-13,Medium,Below_Average
Low,F,Action,Average,R,Medium,Average
Low,D,Comedy,Average,PG-13,Medium,Above_Average
Low,F,Comedy,Low,R,Medium,Average
Low,C,Comedy,High,PG-13,Medium,Above_Average
Low,D,Comedy,Average,PG-13,Medium,Below_Average
Low,D,Comedy,Average,PG-13,Low,Average
Low,F,Horror,Low,PG-13,Medium,Average
Low,D,Sci-Fi,High,R,Medium,Above_Average
Low,F,Family,Low,PG,Medium,Poor
Low,F,Comedy,Low,PG-13,Medium,Average
Low,F,Family,Low,PG,Medium,Awful
Low,F,Thriller,Average,R,Medium,Average
Low,F,Family,Low,PG,Medium,Below_Average
Low,F,Horror,Average,R,Medium,Below_Average
Low,F,Thriller,Low,PG-13,Medium,Below_Average
Low,F,Horror,High,R,Medium,Above_Average
Low,F,Romance,High,R,Medium,Above_Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Family,Low,PG,Medium,Below_Average
Low,F,Romance,Average,PG-13,Medium,Average
High,F,Action,High,R,Medium,Above_Average
Low,B,Sci-Fi,Low,PG,Medium,Average
Low,F,Comedy,Low,R,Medium,Awful
Low,F,Thriller,Average,R,Medium,Average
Low,F,Thriller,Low,R,Medium,Average
Low,F,Drama,Average,R,Medium,Below_Average
Low,D,Sci-Fi,Average,PG-13,Medium,Below_Average
Low,F,Comedy,Average,R,Medium,Below_Average
Low,F,Drama,Low,PG-13,Medium,Average
Low,F,Comedy,Average,PG-13,Medium,Below_Average
Average,D,Thriller,Average,R,Low,Average
Low,F,Comedy,Low,R,Medium,Below_Average
Low,C,Thriller,High,R,Medium,Above_Average
Low,D,Romance,High,PG-13,Medium,Good
Low,F,Action,Low,R,Low,Below_Average
Low,F,Drama,Low,R,Medium,Above_Average
Low,F,Horror,Low,PG-13,Low,Poor
High,F,Action,Average,R,Medium,Poor
Low,F,Thriller,High,R,Medium,Average
High,C,Drama,Average,PG-13,Medium,Above_Average
Low,D,Drama,Low,PG-13,Medium,Average
High,D,Thriller,High,R,Medium,Good
Low,C,Drama,Average,R,Medium,Above_Average
Low,F,Thriller,Average,R,Medium,Average
Low,F,Horror,Low,R,Medium,Average
Low,F,Horror,Average,R,Medium,Below_Average
Low,A,Comedy,High,PG-13,Medium,Above_Average
Low,F,Romance,Low,R,Medium,Average
Low,F,Drama,Low,R,Medium,Average
Low,F,Comedy,Low,R,Medium,Average
Low,C,Thriller,High,R,Low,Average
Average,F,Animation,Average,G,Medium,Above_Average
Average,F,Horror,High,R,Low,Good
High,F,Thriller,High,PG,Low,Good
Low,F,Comedy,High,R,Low,Above_Average
Low,F,Romance,Average,PG-13,Medium,Below_Average
Low,F,Comedy,Average,PG-13,Medium,Average
Low,F,Comedy,Average,PG-13,Medium,Average
Low,D,Sci-Fi,High,PG,Low,Above_Average
Low,F,Comedy,High,PG-13,Medium,Average
Low,F,Sci-Fi,Average,PG,Medium,Above_Average
Average,D,Thriller,Average,R,Medium,Above_Average
Low,F,Thriller,Average,R,Medium,Average
Low,C,Romance,High,PG-13,Medium,Average
Average,D,Animation,Average,PG-13,Medium,Average
High,C,Thriller,High,R,Medium,Above_Average
Low,F,Comedy,High,R,Medium,Average
Low,F,Sci-Fi,High,PG-13,Medium,Above_Average
Low,F,Comedy,Average,PG-13,Medium,Awful
Low,F,Comedy,High,R,Medium,Average
Low,F,Action,Average,PG,Medium,Good
Low,A,Thriller,High,R,Medium,Average
Low,A,Horror,Average,R,Medium,Average
Low,C,Horror,Average,PG-13,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Poor
Low,F,Romance,Average,R,Medium,Average
Low,F,Family,Average,G,Medium,Above_Average
Low,F,Romance,Average,R,Medium,Above_Average
Low,F,Documentary,Low,PG,Medium,Below_Average
Low,D,Romance,High,PG-13,Medium,Above_Average
Low,D,Drama,High,R,Medium,Above_Average
Low,F,Comedy,Average,R,Medium,Average
Low,F,Horror,Low,PG,Medium,Below_Average
Low,F,Horror,Average,R,Medium,Above_Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Family,Average,PG,Medium,Below_Average
Low,F,Romance,Average,PG-13,Medium,Average
Average,F,Comedy,High,R,Medium,Above_Average
Low,F,Horror,Low,R,Medium,Average
Low,F,Family,Low,PG,Medium,Below_Average
Average,D,Comedy,Average,R,Medium,Average
Low,B,Thriller,High,R,Medium,Above_Average
Low,F,Comedy,Low,R,Medium,Average
Low,F,Thriller,Low,R,Medium,Average
Low,F,Action,Low,PG-13,High,Average
Low,F,Comedy,Low,R,Medium,Below_Average
Low,F,Thriller,Average,R,Medium,Average
Low,F,Sci-Fi,Average,PG-13,Medium,Average
Low,F,Drama,Low,R,Medium,Above_Average
Low,F,Comedy,Low,PG-13,Low,Below_Average
Average,F,Comedy,Low,PG-13,Medium,Average
High,F,Comedy,Average,R,Medium,Average
Average,F,Comedy,Low,R,Medium,Average
Low,F,Comedy,Average,PG,Medium,Awful
Low,F,Comedy,Low,R,Medium,Below_Average
Low,F,Romance,Average,R,Medium,Above_Average
Low,F,Thriller,Low,PG,Medium,Below_Average
Low,C,Comedy,Average,R,Medium,Above_Average
Low,F,Comedy,Low,R,Medium,Above_Average
Low,F,Romance,Low,PG-13,Medium,Average
Low,F,Family,Low,PG,Medium,Above_Average
Low,F,Thriller,Low,R,Low,Above_Average
Low,F,Comedy,Low,R,Medium,Average
Low,F,Thriller,Low,R,Low,Average
Low,D,Comedy,Low,R,Medium,Poor
Low,F,Sci-Fi,Average,R,Low,Average
Low,C,Animation,Average,PG,High,Average
Low,F,Drama,Low,R,Medium,Above_Average
Low,F,Drama,Average,PG,Medium,Below_Average
Low,F,Family,Low,PG,Medium,Awful
Low,F,Horror,Average,R,Low,Average
Low,F,Horror,High,PG,Low,Above_Average
Low,D,Sci-Fi,High,PG,Low,Good
Low,C,Comedy,Average,R,Low,Average
Average,F,Action,Average,PG-13,Low,Good
Low,F,Family,Average,G,Low,Poor
Average,C,Drama,High,R,Medium,Above_Average
Low,F,Comedy,High,R,Low,Above_Average
Low,C,Romance,High,PG-13,Low,Average
Low,F,Comedy,Average,R,Low,Above_Average
Average,F,Thriller,High,R,Medium,Above_Average
Low,F,Romance,High,PG,Low,Above_Average
Low,F,Romance,High,R,Low,Average
Low,F,Comedy,Average,R,Low,Average
Low,F,Drama,Low,PG-13,Low,Above_Average
Low,F,Comedy,Low,PG-13,Low,Poor
Low,F,Thriller,Low,R,Medium,Average
Low,D,Drama,Low,PG,Low,Average
Average,F,Horror,Low,PG,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Low,Average
Low,D,Comedy,Low,R,Low,Below_Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,D,Thriller,Average,R,Low,Above_Average
Average,D,Drama,Average,R,Low,Above_Average
Low,F,Horror,High,R,Medium,Above_Average
Average,A,Romance,High,PG-13,Low,Above_Average
Low,F,Comedy,Low,R,Low,Average
Average,F,Drama,High,R,Low,Above_Average
Average,F,Thriller,Low,R,Low,Average
Low,D,Romance,Low,PG-13,Low,Below_Average
Low,F,Drama,Low,PG,Low,Average
Low,F,Drama,Low,PG-13,Low,Average
Average,F,Horror,High,PG,Low,Above_Average
Low,F,Horror,High,R,Low,Below_Average
Low,F,Comedy,Average,PG-13,Low,Poor
Low,F,Horror,Low,PG-13,Low,Below_Average
High,F,Family,High,PG,Low,Above_Average
Low,C,Comedy,Average,PG-13,Low,Average
Low,F,Comedy,Low,R,Low,Average
Low,F,Action,Low,R,Low,Below_Average
Average,A,Drama,High,R,Low,Good
Low,D,Thriller,Low,R,Low,Below_Average
Low,F,Horror,High,R,Low,Average
Average,D,Comedy,Average,R,Low,Average
Low,F,Comedy,Average,PG-13,Low,Below_Average
Low,C,Comedy,Average,PG-13,Low,Below_Average
Average,F,Drama,High,R,Low,Above_Average
Low,F,Horror,High,R,Low,Below_Average
Low,F,Comedy,Low,PG-13,Low,Below_Average
High,D,Drama,Average,R,Medium,Above_Average
Low,F,Action,Average,G,Low,Above_Average
Low,F,Family,Average,PG,Low,Average
Low,F,Horror,High,PG-13,Low,Below_Average
Low,D,Comedy,High,PG-13,Medium,Above_Average
Low,C,Sci-Fi,High,PG,Low,Average
Low,F,Animation,Low,G,Medium,Average
Low,F,Thriller,High,R,Low,Average
Low,F,Horror,Average,PG-13,Low,Average
Low,F,Horror,High,PG-13,Low,Average
Low,F,Comedy,Low,R,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Low,Average
Low,F,Comedy,Average,PG-13,Low,Average
Low,D,Romance,High,R,Low,Above_Average
Low,F,Comedy,Low,R,Low,Below_Average
Low,F,Horror,Average,PG,Low,Average
Low,F,Thriller,Average,R,Medium,Average
Average,F,Comedy,Low,R,Low,Below_Average
Low,F,Thriller,Low,PG-13,Low,Below_Average
Low,F,Comedy,Average,PG-13,Medium,Below_Average
Low,F,Comedy,Average,PG-13,Low,Average
Low,D,Drama,Average,PG-13,Low,Above_Average
Low,F,Family,Low,PG,High,Above_Average
Low,F,Horror,Average,R,Low,Above_Average
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Drama,Low,PG-13,Medium,Below_Average
Low,F,Horror,Average,R,Low,Poor
Low,D,Sci-Fi,Average,PG-13,Low,Below_Average
